Time,Strain_Energy,Surface_Energy,crack_tip_x,crack_tip_y
51.89,0.10568289949003801,0.440720795138696,0.07800000000000001,0.026000000000000002
51.9,0.10568544224971516,0.4408281207899443,0.07800000000000001,0.026000000000000002
51.910000000000004,0.1057013189634438,0.44093452355850027,0.078125,0.026125
51.92,0.1057245669697276,0.44103972620874277,0.078125,0.026125
51.93,0.10574960206056987,0.4411444919364001,0.078125,0.026125
51.94,0.10576664266204358,0.44124969608002906,0.078125,0.026125
51.95,0.10577893587234855,0.4413548972421408,0.078125,0.026125
51.96,0.10580389105192628,0.4414606973606984,0.078125,0.026125
51.97,0.10583735281391497,0.44156643374135357,0.078125,0.026125
51.98,0.10586581027450401,0.4416719100977664,0.078125,0.026125
51.99,0.10589611344511132,0.4417775972472362,0.078125,0.026125
52.00000000000001,0.10593009690233558,0.4418827973673342,0.078125,0.026125
52.01,0.10595933856745413,0.4419880108860017,0.078125,0.026125
52.02,0.10598426652269623,0.4420931531902271,0.078125,0.026125
52.03,0.10600814002583062,0.44219809086482903,0.07825,0.026250000000000002
52.040000000000006,0.10603635301919129,0.4423037398968034,0.07825,0.026250000000000002
52.05,0.106078560780865,0.44241084787676255,0.07825,0.026250000000000002
52.06,0.10612367622402255,0.4425182250936138,0.07825,0.026250000000000002
52.07,0.10615329250192371,0.4426250329378732,0.07825,0.026250000000000002
52.080000000000005,0.1061774429753604,0.4427314256047196,0.07825,0.026250000000000002
52.09,0.1062123633346565,0.44283825693383916,0.07825,0.026250000000000002
52.1,0.1062563552043456,0.44294555379204525,0.07825,0.026250000000000002
52.11,0.10629558847726317,0.4430529880722638,0.07825,0.026250000000000002
52.120000000000005,0.10632144181086023,0.44315981986011543,0.07825,0.026250000000000002
52.13,0.10634133990137301,0.44326654989318953,0.07825,0.026250000000000002
52.14,0.10636497679381875,0.4433739556481381,0.07825,0.026250000000000002
52.15,0.10639182750609054,0.4434821636977242,0.07825,0.026250000000000002
52.160000000000004,0.10641773488408349,0.4435906505159163,0.07825,0.026250000000000002
52.17,0.1064368369910875,0.4436989267016834,0.07825,0.026250000000000002
52.18,0.10644593859066552,0.4438077435761968,0.07825,0.026250000000000002
52.19,0.10644832226526871,0.44391661153758427,0.078375,0.026375
52.2,0.10645214002951968,0.4440252516843485,0.078375,0.026375
52.21,0.10646413766864707,0.4441341526562494,0.078375,0.026375
52.22,0.10647667352428601,0.4442432111863864,0.078375,0.026375
52.23,0.10647472034061073,0.4443525561811947,0.078375,0.026375
52.24,0.1064683704580378,0.44446239789329384,0.078375,0.026375
52.25,0.10647168538260768,0.44457245726420497,0.078375,0.026125
52.260000000000005,0.10647566579290284,0.44468272974412487,0.078375,0.026125
52.269999999999996,0.10647682330034267,0.4447932313901149,0.078375,0.026125
52.28,0.10648169212290341,0.4449038527012696,0.078375,0.026125
52.29,0.10648094648287253,0.44501416621008366,0.078375,0.026125
52.300000000000004,0.10647688511231494,0.4451243348567687,0.078375,0.026125
52.31,0.10648352918617945,0.4452341083287263,0.078375,0.026125
52.32,0.10649121446302444,0.44534325517764367,0.078375,0.026125
52.330000000000005,0.10648462754434632,0.44545191177920673,0.078375,0.026125
52.34,0.10647192111121956,0.44556116318630884,0.0785,0.026250000000000002
52.35,0.10646839734528088,0.4456716975241355,0.0785,0.026250000000000002
52.36,0.1064833367827456,0.4457832636312684,0.0785,0.026250000000000002
52.370000000000005,0.10651221809100797,0.44589385713794616,0.0785,0.026250000000000002
52.38,0.1065363530112481,0.446003166172875,0.0785,0.026250000000000002
52.39,0.10655060432274903,0.4461124802832821,0.0785,0.026250000000000002
52.4,0.10657079209667848,0.44622281290494076,0.0785,0.026250000000000002
52.410000000000004,0.106599181769785,0.4463332756146914,0.0785,0.026250000000000002
52.42,0.1066257810893633,0.44644279230425865,0.0785,0.026250000000000002
52.43,0.1066455691681228,0.44655221126404676,0.0785,0.026250000000000002
52.44,0.10665902703277527,0.44666170868858457,0.0785,0.026250000000000002
52.45,0.10667389886073393,0.44677105611342477,0.0785,0.026250000000000002
52.46,0.10669642550776573,0.44687989030722963,0.0785,0.026250000000000002
52.470000000000006,0.10672261636878044,0.4469890403659497,0.078625,0.026375
52.48,0.10674835115619871,0.4470974685143567,0.078625,0.026375
52.49,0.10677442938319029,0.4472050517853682,0.078625,0.026375
52.5,0.10680419866856494,0.4473121987157074,0.078625,0.026375
52.510000000000005,0.10684276707042897,0.4474192629903284,0.078625,0.026375
52.519999999999996,0.1068859343373835,0.4475264694987602,0.078625,0.026375
52.53,0.10692205590177958,0.44763422247712165,0.078625,0.026375
52.54,0.1069549042438307,0.44774195200171524,0.078625,0.026375
52.550000000000004,0.1069937738292942,0.4478497745959047,0.078625,0.026375
52.559999999999995,0.10703380132811798,0.44795808879795423,0.078625,0.026375
52.57,0.10707388119486592,0.4480664078005456,0.078625,0.026375
52.58,0.10711892736829588,0.4481742014110495,0.078625,0.026375
52.59,0.10716520193039167,0.4482823108077618,0.078625,0.026375
52.599999999999994,0.10721522835101395,0.4483902653518409,0.07875,0.026500000000000003
52.61,0.10727482207698688,0.44849715330914297,0.07875,0.026500000000000003
52.620000000000005,0.10733429529005865,0.4486041643756509,0.07875,0.026500000000000003
52.63,0.10738986668144601,0.44871290032951855,0.07875,0.026500000000000003
52.64000000000001,0.10744679802522197,0.44882184568035727,0.07875,0.026500000000000003
52.65,0.10750988552971522,0.44892961105696244,0.07875,0.026500000000000003
52.660000000000004,0.10758296643098351,0.4490369311392746,0.07875,0.026500000000000003
52.67,0.1076521295543653,0.449144832081387,0.07875,0.026500000000000003
52.68000000000001,0.10770239372461658,0.4492533525228014,0.07875,0.026500000000000003
52.69,0.1077556701439879,0.4493618464959152,0.07875,0.026500000000000003
52.7,0.10782858898482048,0.4494699538216824,0.07875,0.026500000000000003
52.71,0.10790289355911559,0.4495787825196109,0.07875,0.026500000000000003
52.720000000000006,0.10796783391570636,0.44968797960918644,0.07875,0.026500000000000003
52.73,0.10802311937084683,0.44979749457543106,0.07875,0.026500000000000003
52.74,0.10807234959249373,0.4499069150863586,0.07875,0.026500000000000003
52.75,0.10812308180194515,0.45001588143328447,0.07875,0.026250000000000002
52.760000000000005,0.10817528975460307,0.45012559496598165,0.078875,0.026625
52.769999999999996,0.108230877588121,0.45023548409125036,0.078875,0.026625
52.78,0.10828868925515593,0.45034502420641476,0.078875,0.026625
52.79,0.10833793251532622,0.4504547733177611,0.078875,0.026625
52.800000000000004,0.10838034764902527,0.45056513679725535,0.078875,0.026625
52.81,0.10842427541299315,0.4506750155448312,0.078875,0.026375
52.82,0.10846487496943417,0.4507847466100756,0.078875,0.026375
52.83,0.10850187055396113,0.450895339344268,0.078875,0.026375
52.84,0.10853835862340103,0.4510069093855306,0.078875,0.026375
52.85,0.10856615585180504,0.45111770215328245,0.078875,0.026375
52.86,0.10859161126245025,0.4512276777760813,0.078875,0.026375
52.87,0.10863170610872033,0.45133719775824327,0.078875,0.026375
52.88,0.10868222830218448,0.45144623454446986,0.078875,0.026375
52.89,0.10872884535955932,0.4515550457694452,0.078875,0.026375
52.9,0.10877197211643487,0.4516655167953558,0.079,0.026500000000000003
52.91,0.10881585789371281,0.4517764645098306,0.079,0.026500000000000003
52.92,0.10885305727008361,0.451887459485171,0.079,0.026500000000000003
52.93,0.10888375349874849,0.4519990270537731,0.079,0.026500000000000003
52.94,0.10891916048246648,0.45211130990192977,0.079,0.026500000000000003
52.95,0.10896639797355638,0.45222330165341235,0.079,0.026500000000000003
52.96,0.10902187339072124,0.45233486979055376,0.079,0.026500000000000003
52.970000000000006,0.10907964192236876,0.4524471839752017,0.079,0.026500000000000003
52.980000000000004,0.1091351200379802,0.45255996097292656,0.079,0.026500000000000003
52.99,0.1091835950286581,0.4526732647777543,0.079,0.026500000000000003
53.0,0.10922883982312989,0.45278621585696327,0.079,0.026500000000000003
53.010000000000005,0.10928061793416699,0.4528984420546907,0.079,0.026500000000000003
53.02,0.1093416116623826,0.4530098335565306,0.079,0.026500000000000003
53.03,0.10940378621865784,0.45312075683023,0.079125,0.026625
53.04,0.10945705693778196,0.45323210267199654,0.079125,0.026625
53.050000000000004,0.10950877258494257,0.4533441782911749,0.079125,0.026625
53.06,0.10956542059751576,0.45345723165671653,0.079125,0.026625
53.07,0.10962152932862815,0.45357038421286405,0.079125,0.026625
53.08,0.1096843146240935,0.45368237911427034,0.079125,0.026625
53.09,0.10975655055276494,0.4537943270759389,0.079125,0.026625
53.1,0.1098212714432258,0.45390666288013004,0.079125,0.026625
53.11,0.10987827996714301,0.45401840461649334,0.079125,0.026625
53.12,0.10994204519659516,0.454129581174779,0.079125,0.026625
53.13,0.11000563620385584,0.45424007950387785,0.079125,0.026625
53.14,0.11005754575729824,0.45435163929757927,0.079125,0.026625
